Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Shiō Fukuda,JPN,FW,Gladbach,20,2004,0.7,0,0,0,2,0,1,1,0,0,0,0,0,1,3,3,50.0
Cristian Gamboa,CRC,DF,Bochum,34,1989,2.5,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0
Aleix García,ESP,MF,Leverkusen,27,1997,16.2,3,0,0,8,9,1,92,11,7,0,0,0,69,3,8,27.3
Viggo Gebel,GER,MF,RB Leipzig,16,2007,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
Lutsharel Geertruida,NED,DF,RB Leipzig,24,2000,17.3,2,0,0,17,6,1,13,16,24,0,1,0,83,12,6,66.7
Dennis Geiger,GER,"MF,FW",Hoffenheim,26,1998,8.2,4,0,0,26,10,0,5,7,11,0,1,0,35,2,4,33.3
Valentin Gendrey,FRA,DF,Hoffenheim,24,2000,15.7,1,0,0,12,27,2,51,15,12,0,0,0,52,26,24,52.0
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,30,1994,16.9,5,1,0,20,13,2,24,17,16,0,0,0,49,21,29,42.0
Max Geschwill,GER,DF,Holstein Kiel,23,2001,14.2,2,0,0,13,8,1,10,30,21,0,0,1,53,14,21,40.0
Dimitris Giannoulis,GRE,DF,Augsburg,28,1995,29.4,8,0,0,17,20,1,120,47,32,1,0,0,136,9,23,28.1
Armin Gigovic,BIH,MF,Holstein Kiel,22,2002,21.1,5,0,0,22,28,2,14,21,13,1,1,0,117,18,19,48.6
Benedikt Gimber,GER,DF,Heidenheim,27,1997,29.7,9,0,0,61,49,1,3,31,46,0,2,0,98,66,52,55.9
Matthias Ginter,GER,DF,Freiburg,30,1994,28.5,5,0,0,13,26,1,13,19,17,1,0,0,93,98,61,61.6
Jamie Gittens,ENG,"FW,MF",Dortmund,19,2004,19.7,4,0,0,25,44,3,49,10,19,1,0,0,63,5,7,41.7
Serge Gnabry,GER,"FW,MF",Bayern Munich,29,1995,13.8,0,0,0,19,6,8,22,6,11,0,0,0,47,4,10,28.6
Tidiam Gomis,FRA,"MF,FW",RB Leipzig,17,2006,1.7,2,0,0,3,2,2,4,1,0,0,0,0,5,1,3,25.0
Leon Goretzka,GER,"MF,DF",Bayern Munich,29,1995,14.7,2,0,0,12,11,0,5,20,11,0,0,0,77,31,26,54.4
Robin Gosens,GER,DF,Union Berlin,30,1994,1.0,1,0,0,5,0,0,1,1,0,0,0,0,1,7,4,63.6
Mario Götze,GER,"MF,FW",Eint Frankfurt,32,1992,17.1,1,0,0,15,15,1,39,7,28,0,0,0,104,3,10,23.1
Jeffrey Gouweleeuw,NED,DF,Augsburg,33,1991,32.7,9,0,0,22,13,2,17,35,28,0,1,0,141,62,35,63.9
Kamil Grabara,POL,GK,Wolfsburg,25,1999,28.7,2,0,0,0,3,0,0,0,0,0,0,0,43,8,0,100.0
Michael Gregoritsch,AUT,FW,Freiburg,30,1994,7.1,2,0,0,7,5,4,1,1,2,0,0,0,18,31,34,47.7
Vincenzo Grifo,ITA,"FW,MF",Freiburg,31,1993,27.0,2,0,0,15,12,2,155,9,22,0,0,0,134,15,16,48.4
Florian Grillitsch,AUT,MF,Hoffenheim,28,1995,6.7,1,0,0,4,11,0,4,8,9,0,0,0,31,7,15,31.8
Álex Grimaldo,ESP,DF,Leverkusen,28,1995,29.3,6,1,1,15,25,8,217,16,14,1,0,0,142,16,17,48.5
Pascal Groß,GER,"MF,DF",Dortmund,33,1991,25.9,5,1,0,18,12,0,174,9,28,0,1,0,96,24,32,42.9
Marco Grüll,AUT,"FW,MF",Werder Bremen,26,1998,13.1,1,0,0,22,31,6,21,3,9,1,0,0,43,5,19,20.8
